iso_code,location,date,total_cases,,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,total_vaccinations_per_hundred,new_vaccinations_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BGD,Asia,Bangladesh,9/08/2020,257600,2487,2407.714,3399,34,35,1564.157,15.101,14.62,20.639,0.206,0.213,1.06,,,,,,,,,10759,1263282,7.671,0.065,10146,0.062,0.237,4.2,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,10/08/2020,260507,2907,2629.286,3438,39,36.286,1581.808,17.651,15.965,20.876,0.237,0.22,1.07,,,,,,,,,12849,1276131,7.749,0.078,11375,0.069,0.231,4.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,11/08/2020,263503,2996,2783.286,3471,33,33.857,1600,18.192,16.9,21.076,0.2,0.206,1.07,,,,,,,,,14820,1290951,7.839,0.09,12390,0.075,0.225,4.5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,12/08/2020,266498,2995,2832,3513,42,35.143,1618.186,18.186,17.196,21.331,0.255,0.213,1.06,,,,,,,,,14751,1305702,7.928,0.09,12903,0.078,0.219,4.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,13/08/2020,269115,2617,2780.571,3557,44,35.857,1634.076,15.891,16.884,21.598,0.267,0.218,1.04,,,,,,,,,13162,1318864,8.008,0.08,12968,0.079,0.214,4.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,14/08/2020,271881,2766,2768.429,3591,34,36.857,1650.871,16.795,16.81,21.805,0.206,0.224,1.02,,,,,,,,,12856,1331720,8.086,0.078,12991,0.079,0.213,4.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,15/08/2020,274525,2644,2773.143,3625,34,37.143,1666.926,16.054,16.839,22.011,0.206,0.226,1.01,,,,,,,,,12891,1344611,8.165,0.078,13155,0.08,0.211,4.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,16/08/2020,276549,2024,2707,3657,32,36.857,1679.216,12.29,16.437,22.205,0.194,0.224,0.99,,,,,,,,,10018,1354629,8.225,0.061,13050,0.079,0.207,4.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,17/08/2020,279144,2595,2662.429,3694,37,36.571,1694.973,15.757,16.166,22.43,0.225,0.222,1,,,,,,,,,12523,1367152,8.301,0.076,13003,0.079,0.205,4.9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,18/08/2020,282344,3200,2691.571,3740,46,38.429,1714.403,19.431,16.343,22.709,0.279,0.233,1.02,,,,,,,,,14630,1381782,8.39,0.089,12976,0.079,0.207,4.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,19/08/2020,285091,2747,2656.143,3781,41,38.286,1731.083,16.68,16.128,22.958,0.249,0.232,1,,,,,,,,,14678,1396460,8.479,0.089,12965,0.079,0.205,4.9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,20/08/2020,287959,2868,2692,3822,41,37.857,1748.498,17.415,16.346,23.207,0.249,0.23,0.98,,,,,,,,,14059,1410519,8.565,0.085,13094,0.08,0.206,4.9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,21/08/2020,290360,2401,2639.857,3861,39,38.571,1763.077,14.579,16.029,23.444,0.237,0.234,0.96,,,,,,,,,12943,1423462,8.643,0.079,13106,0.08,0.201,5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,22/08/2020,292625,2265,2585.714,3907,46,40.286,1776.83,13.753,15.701,23.723,0.279,0.245,0.94,,,,,,,,,11356,1434818,8.712,0.069,12887,0.078,0.201,5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,23/08/2020,294598,1973,2578.429,3941,34,40.571,1788.81,11.98,15.656,23.93,0.206,0.246,0.93,,,,,,,,,10801,1445619,8.778,0.066,12999,0.079,0.198,5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,24/08/2020,297083,2485,2562.714,3983,42,41.286,1803.899,15.089,15.561,24.185,0.255,0.251,0.94,,,,,,,,,13382,1459001,8.859,0.081,13121,0.08,0.195,5.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,25/08/2020,299628,2545,2469.143,4028,45,41.143,1819.352,15.453,14.993,24.458,0.273,0.25,0.94,,,,,,,,,14153,1473154,8.945,0.086,13053,0.079,0.189,5.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,26/08/2020,302147,2519,2436.571,4082,54,43,1834.648,15.295,14.795,24.786,0.328,0.261,0.94,,,,,,,,,15070,1488224,9.037,0.092,13109,0.08,0.186,5.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,27/08/2020,304583,2436,2374.857,4127,45,43.571,1849.439,14.791,14.42,25.059,0.273,0.265,0.93,,,,,,,,,15124,1503348,9.128,0.092,13261,0.081,0.179,5.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,28/08/2020,306794,2211,2347.714,4174,47,44.714,1862.864,13.425,14.255,25.345,0.285,0.272,0.92,,,,,,,,,13741,1517089,9.212,0.083,13375,0.081,0.176,5.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,29/08/2020,308925,2131,2328.571,4206,32,42.714,1875.804,12.94,14.139,25.539,0.194,0.259,0.91,,,,,,,,,11689,1528778,9.283,0.071,13423,0.082,0.173,5.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,30/08/2020,310822,1897,2317.714,4248,42,43.857,1887.323,11.519,14.073,25.794,0.255,0.266,0.9,,,,,,,,,11934,1540712,9.355,0.072,13585,0.082,0.171,5.9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,31/08/2020,312996,2174,2273.286,4281,33,42.571,1900.523,13.201,13.803,25.994,0.2,0.258,0.91,,,,,,,,,12454,1553166,9.431,0.076,13452,0.082,0.169,5.9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,1/09/2020,314946,1950,2188.286,4316,35,41.143,1912.364,11.84,13.287,26.207,0.213,0.25,0.91,,,,,,,,,12209,1565375,9.505,0.074,13174,0.08,0.166,6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,2/09/2020,317528,2582,2197.286,4351,35,38.429,1928.042,15.678,13.342,26.419,0.213,0.233,0.92,,,,,,,,,15204,1580579,9.597,0.092,13194,0.08,0.167,6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/09/2020,319686,2158,2157.571,4383,32,36.571,1941.145,13.103,13.101,26.614,0.194,0.222,0.91,,,,,,,,,14422,1595001,9.685,0.088,13093,0.08,0.165,6.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/09/2020,321615,1929,2117.286,4412,29,34,1952.858,11.713,12.856,26.79,0.176,0.206,0.9,,,,,,,,,13073,1608074,9.764,0.079,12998,0.079,0.163,6.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/09/2020,323565,1950,2091.429,4447,35,34.429,1964.699,11.84,12.699,27.002,0.213,0.209,0.89,,,,,,,,,12847,1620921,9.842,0.078,13163,0.08,0.159,6.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,6/09/2020,325157,1592,2047.857,4479,32,33,1974.365,9.667,12.435,27.197,0.194,0.2,0.88,,,,,,,,,11354,1632275,9.911,0.069,13080,0.079,0.157,6.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,7/09/2020,327359,2202,2051.857,4516,37,33.571,1987.736,13.371,12.459,27.421,0.225,0.204,0.89,,,,,,,,,15412,1647687,10.005,0.094,13503,0.082,0.152,6.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,8/09/2020,329251,1892,2043.571,4552,36,33.714,1999.224,11.488,12.409,27.64,0.219,0.205,0.89,,,,,,,,,14973,1662660,10.096,0.091,13898,0.084,0.147,6.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,9/09/2020,331078,1827,1935.714,4593,41,34.571,2010.318,11.094,11.754,27.889,0.249,0.21,0.88,,,,,,,,,14755,1677415,10.185,0.09,13834,0.084,0.14,7.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,10/09/2020,332970,1892,1897.714,4634,41,35.857,2021.806,11.488,11.523,28.138,0.249,0.218,0.88,,,,,,,,,15559,1692974,10.28,0.094,13996,0.085,0.136,7.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,11/09/2020,334762,1792,1878.143,4668,34,36.571,2032.687,10.881,11.404,28.344,0.206,0.222,0.86,,,,,,,,,14747,1707721,10.369,0.09,14235,0.086,0.132,7.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,12/09/2020,336044,1282,1782.714,4702,34,36.429,2040.472,7.784,10.825,28.551,0.206,0.221,0.85,,,,,,,,,10723,1718444,10.434,0.065,13932,0.085,0.128,7.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,13/09/2020,337520,1476,1766.143,4733,31,36.286,2049.434,8.962,10.724,28.739,0.188,0.22,0.86,,,,,,,,,12999,1731443,10.513,0.079,14167,0.086,0.125,8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,14/09/2020,339332,1812,1710.429,4759,26,34.714,2060.436,11.003,10.386,28.897,0.158,0.211,0.88,,,,,,,,,14216,1745659,10.6,0.086,13996,0.085,0.122,8.2,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,15/09/2020,341056,1724,1686.429,4802,43,35.714,2070.905,10.468,10.24,29.158,0.261,0.217,0.89,,,,,,,,,14050,1759709,10.685,0.085,13864,0.084,0.122,8.2,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,16/09/2020,342671,1615,1656.143,4823,21,32.857,2080.711,9.806,10.056,29.285,0.128,0.2,0.89,,,,,,,,,13360,1773069,10.766,0.081,13665,0.083,0.121,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,17/09/2020,344264,1593,1613.429,4859,36,32.143,2090.384,9.673,9.797,29.504,0.219,0.195,0.9,,,,,,,,,13673,1786742,10.849,0.083,13395,0.081,0.12,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,18/09/2020,345805,1541,1577.571,4881,22,30.429,2099.741,9.357,9.579,29.638,0.134,0.185,0.9,,,,,,,,,12730,1799472,10.926,0.077,13107,0.08,0.12,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,19/09/2020,347372,1567,1618.286,4913,32,30.143,2109.256,9.515,9.826,29.832,0.194,0.183,0.91,,,,,,,,,13170,1812642,11.006,0.08,13457,0.082,0.12,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,20/09/2020,348918,1546,1628.286,4939,26,29.429,2118.643,9.387,9.887,29.99,0.158,0.179,0.91,,,,,,,,,11591,1824233,11.077,0.07,13256,0.08,0.123,8.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,21/09/2020,350621,1703,1612.714,4979,40,31.429,2128.984,10.341,9.792,30.233,0.243,0.191,0.92,,,,,,,,,13053,1837286,11.156,0.079,13090,0.079,0.123,8.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,22/09/2020,352178,1557,1588.857,5007,28,29.286,2138.438,9.454,9.648,30.403,0.17,0.178,0.92,,,,,,,,,14164,1851450,11.242,0.086,13106,0.08,0.121,8.2,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,23/09/2020,353844,1666,1596.143,5044,37,31.571,2148.554,10.116,9.692,30.627,0.225,0.192,0.92,,,,,,,,,14150,1865600,11.328,0.086,13219,0.08,0.121,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,24/09/2020,355384,1540,1588.571,5072,28,30.429,2157.905,9.351,9.646,30.797,0.17,0.185,0.9,,,,,,,,,12900,1878500,11.406,0.078,13108,0.08,0.121,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,25/09/2020,356767,1383,1566,5093,21,30.286,2166.302,8.398,9.509,30.925,0.128,0.184,0.89,,,,,,,,,12473,1890973,11.482,0.076,13072,0.079,0.12,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,26/09/2020,357873,1106,1500.143,5129,36,30.857,2173.018,6.716,9.109,31.143,0.219,0.187,0.88,,,,,,,,,10765,1901738,11.547,0.065,12728,0.077,0.118,8.5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,27/09/2020,359148,1275,1461.429,5161,32,31.714,2180.76,7.742,8.874,31.338,0.194,0.193,0.89,,,,,,,,,10685,1912423,11.612,0.065,12599,0.077,0.116,8.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,28/09/2020,360555,1407,1419.143,5193,32,30.571,2189.303,8.543,8.617,31.532,0.194,0.186,0.91,,,,,,,,,11922,1924345,11.685,0.072,12437,0.076,0.114,8.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,29/09/2020,362043,1488,1409.286,5219,26,30.286,2198.338,9.035,8.557,31.69,0.158,0.184,0.93,,,,,,,,,12869,1937214,11.763,0.078,12252,0.074,0.115,8.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,30/09/2020,363479,1436,1376.429,5251,32,29.571,2207.058,8.719,8.358,31.884,0.194,0.18,0.93,,,,,,,,,13404,1950618,11.844,0.081,12145,0.074,0.113,8.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,1/10/2020,364987,1508,1371.857,5272,21,28.571,2216.215,9.157,8.33,32.012,0.128,0.173,0.94,,,,,,,,,11420,1962038,11.914,0.069,11934,0.072,0.115,8.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,2/10/2020,366383,1396,1373.714,5305,33,30.286,2224.691,8.477,8.341,32.212,0.2,0.184,0.93,,,,,,,,,11176,1973214,11.981,0.068,11749,0.071,0.117,8.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,3/10/2020,367565,1182,1384.571,5325,20,28,2231.868,7.177,8.407,32.334,0.121,0.17,0.93,,,,,,,,,9554,1982768,12.039,0.058,11576,0.07,0.12,8.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,4/10/2020,368690,1125,1363.143,5348,23,26.714,2238.699,6.831,8.277,32.473,0.14,0.162,0.94,,,,,,,,,9859,1992627,12.099,0.06,11458,0.07,0.119,8.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,5/10/2020,370132,1442,1368.143,5375,27,26,2247.455,8.756,8.307,32.637,0.164,0.158,0.96,,,,,,,,,11767,2004394,12.171,0.071,11436,0.069,0.12,8.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,6/10/2020,371631,1499,1369.714,5405,30,26.571,2256.557,9.102,8.317,32.819,0.182,0.161,0.98,,,,,,,,,12345,2016739,12.246,0.075,11361,0.069,0.121,8.3,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,7/10/2020,373151,1520,1381.714,5440,35,27,2265.787,9.229,8.39,33.032,0.213,0.164,0.99,,,,,,,,,13032,2029771,12.325,0.079,11308,0.069,0.122,8.2,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,8/10/2020,374592,1441,1372.143,5460,20,26.857,2274.536,8.75,8.332,33.153,0.121,0.163,0.98,,,,,,,,,12605,2042376,12.401,0.077,11477,0.07,0.12,8.4,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,9/10/2020,375870,1278,1355.286,5477,17,24.571,2282.296,7.76,8.229,33.257,0.103,0.149,0.97,,,,,,,,,11256,2053632,12.47,0.068,11488,0.07,0.118,8.5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,10/10/2020,377073,1203,1358.286,5500,23,25,2289.601,7.305,8.248,33.396,0.14,0.152,0.97,,,,,,,,,10859,2064491,12.536,0.066,11675,0.071,0.116,8.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,11/10/2020,378266,1193,1368,5524,24,25.143,2296.845,7.244,8.307,33.542,0.146,0.153,0.99,,,,,,,,,9467,2073958,12.593,0.057,11619,0.071,0.118,8.5,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,12/10/2020,379738,1472,1372.286,5555,31,25.714,2305.783,8.938,8.333,33.73,0.188,0.156,1.02,,,,,,,,,13227,2087185,12.673,0.08,11827,0.072,0.116,8.6,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,13/10/2020,381275,1537,1377.714,5577,22,24.571,2315.116,9.333,8.366,33.864,0.134,0.149,1.04,,,,,,,,,13815,2101000,12.757,0.084,12037,0.073,0.114,8.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,14/10/2020,382959,1684,1401.143,5593,16,21.857,2325.341,10.225,8.508,33.961,0.097,0.133,1.05,,,,,,,,,14411,2115411,12.845,0.088,12234,0.074,0.115,8.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,15/10/2020,384559,1600,1423.857,5608,15,21.143,2335.056,9.715,8.646,34.052,0.091,0.128,1.04,,,,,,,,,14104,2129515,12.93,0.086,12448,0.076,0.114,8.7,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,16/10/2020,386086,1527,1459.429,5623,15,20.857,2344.328,9.272,8.862,34.143,0.091,0.127,1.02,,,,,,,,,13577,2143092,13.013,0.082,12780,0.078,0.114,8.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,17/10/2020,387295,1209,1460.286,5646,23,20.857,2351.67,7.341,8.867,34.283,0.14,0.127,1.01,,,,,,,,,11573,2154665,13.083,0.07,12882,0.078,0.113,8.8,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,18/10/2020,388569,1274,1471.857,5660,14,19.429,2359.405,7.736,8.937,34.368,0.085,0.118,1.01,,,,,,,,,11866,2166531,13.155,0.072,13225,0.08,0.111,9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,19/10/2020,390206,1637,1495.429,5681,21,18,2369.345,9.94,9.08,34.495,0.128,0.109,1.02,,,,,,,,,15146,2181677,13.247,0.092,13499,0.082,0.111,9,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,20/10/2020,391586,1380,1473,5699,18,17.429,2377.725,8.379,8.944,34.605,0.109,0.106,1.02,,,,,,,,,13611,2195288,13.33,0.083,13470,0.082,0.109,9.1,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
BGD,Asia,Bangladesh,21/10/2020,393131,1545,1453.143,5723,24,18.571,2387.106,9.381,8.824,34.75,0.146,0.113,1.02,,,,,,,,,14086,2209374,13.415,0.086,13423,0.082,0.108,9.2,tests performed,,,,,80.09,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.608
